HEEL VOLUME,Actual Volume,C4C5LPMON,C4C5LPAPI,C4C5LPARO,C4C5LPBNZ,C4C5LPDI,C4C5LPFBP,C4C5LPIBP,C4C5LPOLE,C4C5LPRON,C4C5LPRVP,C4C5LPSPG,C4C5LPSUL,C4C5LPT10,C4C5LPT50,C4C5LPT90,C4C5LPTVL,HVYFCCMON,HVYFCCAPI,HVYFCCARO,HVYFCCBNZ,HVYFCCDI,HVYFCCFBP,HVYFCCIBP,HVYFCCOLE,HVYFCCRON,HVYFCCRVP,HVYFCCSPG,HVYFCCSUL,HVYFCCT10,HVYFCCT50,HVYFCCT90,HVYFCCTVL,HVYREFMON,HVYREFAPI,HVYREFARO,HVYREFBNZ,HVYREFDI,HVYREFFBP,HVYREFIBP,HVYREFOLE,HVYREFRON,HVYREFRVP,HVYREFSPG,HVYREFSUL,HVYREFT10,HVYREFT50,HVYREFT90,HVYREFTVL,HYDRO2MON,HYDRO2API,HYDRO2ARO,HYDRO2BNZ,HYDRO2DI,HYDRO2FBP,HYDRO2IBP,HYDRO2OLE,HYDRO2RON,HYDRO2RVP,HYDRO2SPG,HYDRO2SUL,HYDRO2T10,HYDRO2T50,HYDRO2T90,HYDRO2TVL,LITFCCMON,LITFCCAPI,LITFCCARO,LITFCCBNZ,LITFCCDI,LITFCCFBP,LITFCCIBP,LITFCCOLE,LITFCCRON,LITFCCRVP,LITFCCSPG,LITFCCSUL,LITFCCT10,LITFCCT50,LITFCCT90,LITFCCTVL,LITISOMON,LITISOAPI,LITISOARO,LITISOBNZ,LITISODI,LITISOFBP,LITISOIBP,LITISOOLE,LITISORON,LITISORVP,LITISOSPG,LITISOSUL,LITISOT10,LITISOT50,LITISOT90,LITISOTVL,LTALKYMON,LTALKYAPI,LTALKYARO,LTALKYBNZ,LTALKYDI,LTALKYFBP,LTALKYIBP,LTALKYOLE,LTALKYRON,LTALKYRVP,LTALKYSPG,LTALKYSUL,LTALKYT10,LTALKYT50,LTALKYT90,LTALKYTVL,NC4LPGMON,NC4LPGAPI,NC4LPGARO,NC4LPGBNZ,NC4LPGDI,NC4LPGFBP,NC4LPGIBP,NC4LPGOLE,NC4LPGRON,NC4LPGRVP,NC4LPGSPG,NC4LPGSUL,NC4LPGT10,NC4LPGT50,NC4LPGT90,NC4LPGTVL,NHTFEDMON,NHTFEDAPI,NHTFEDARO,NHTFEDBNZ,NHTFEDDI,NHTFEDFBP,NHTFEDIBP,NHTFEDOLE,NHTFEDRON,NHTFEDRVP,NHTFEDSPG,NHTFEDSUL,NHTFEDT10,NHTFEDT50,NHTFEDT90,NHTFEDTVL,PENTANMON,PENTANAPI,PENTANARO,PENTANBNZ,PENTANDI,PENTANFBP,PENTANIBP,PENTANOLE,PENTANRON,PENTANRVP,PENTANSPG,PENTANSUL,PENTANT10,PENTANT50,PENTANT90,PENTANTVL,PURLOBMON,PURLOBAPI,PURLOBARO,PURLOBBNZ,PURLOBDI,PURLOBFBP,PURLOBIBP,PURLOBOLE,PURLOBRON,PURLOBRVP,PURLOBSPG,PURLOBSUL,PURLOBT10,PURLOBT50,PURLOBT90,PURLOBTVL,RDU2HRMON,RDU2HRAPI,RDU2HRARO,RDU2HRBNZ,RDU2HRDI,RDU2HRFBP,RDU2HRIBP,RDU2HROLE,RDU2HRRON,RDU2HRRVP,RDU2HRSPG,RDU2HRSUL,RDU2HRT10,RDU2HRT50,RDU2HRT90,RDU2HRTVL,SPECM1MON,SPECM1API,SPECM1ARO,SPECM1BNZ,SPECM1DI,SPECM1FBP,SPECM1IBP,SPECM1OLE,SPECM1RON,SPECM1RVP,SPECM1SPG,SPECM1SUL,SPECM1T10,SPECM1T50,SPECM1T90,SPECM1TVL,SPECM2MON,SPECM2API,SPECM2ARO,SPECM2BNZ,SPECM2DI,SPECM2FBP,SPECM2IBP,SPECM2OLE,SPECM2RON,SPECM2RVP,SPECM2SPG,SPECM2SUL,SPECM2T10,SPECM2T50,SPECM2T90,SPECM2TVL,SPECM3MON,SPECM3API,SPECM3ARO,SPECM3BNZ,SPECM3DI,SPECM3FBP,SPECM3IBP,SPECM3OLE,SPECM3RON,SPECM3RVP,SPECM3SPG,SPECM3SUL,SPECM3T10,SPECM3T50,SPECM3T90,SPECM3TVL,WHALKYMON,WHALKYAPI,WHALKYARO,WHALKYBNZ,WHALKYDI,WHALKYFBP,WHALKYIBP,WHALKYOLE,WHALKYRON,WHALKYRVP,WHALKYSPG,WHALKYSUL,WHALKYT10,WHALKYT50,WHALKYT90,WHALKYTVL,WHOREFMON,WHOREFAPI,WHOREFARO,WHOREFBNZ,WHOREFDI,WHOREFFBP,WHOREFIBP,WHOREFOLE,WHOREFRON,WHOREFRVP,WHOREFSPG,WHOREFSUL,WHOREFT10,WHOREFT50,WHOREFT90,WHOREFTVL,API,RON,MON,RVP,TVL,DI,ARO,OLE,BNZ,SUL
16.743,70.254,0.1406,0.180375,0.000185,0.000185,0.78255,0.259,0.037,0.00185,0.1443,0.04625,0.001143115,0.22977,0.05735,0.1517,0.2405,0.05957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.936097,1.828392,6.11523,0,114.45981,25.57278,19.7664,0.043239,6.541443,0.0222372,0.054252591,0.06177,20.26056,20.69295,21.99012,14.559189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.15439,38.885132,10.092797,0.4272411,654.48383,209.28622,57.58467,21.547812,56.96548,4.9906714,0.450956077,22.414678,80.4947,118.26529,178.94591,86.6866,1.75332,1.806381,0.011535,0.0059982,18.2253,4.93698,2.05323,0.004614,1.769469,0.2579226,0.015560715,0.02307,2.67612,3.29901,4.31409,2.683041,5.96995,4.70085,0.03885,0,72.32575,18.06525,5.8275,0.01295,6.118875,0.428645,0.044891175,0,9.77725,14.1155,15.281,10.016825,5.30145,6.2937,0.00567,0.00567,9.6957,1.8711,1.6443,0.0567,5.41485,2.835,0.03308445,1.134,1.701,1.7577,1.84275,-4.48497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724455,0.851353,0.000947,0.000947,3.73118,1.18375,0.1894,0.000947,0.746236,0.1894,0.006052277,0.012311,0.23675,0.77654,1.0417,0.487705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.601812,8.509508,7.973476,0.4170999,208.54995,58.12597,19.43116,0.33502,15.042398,0.67004,0.130021262,0.033502,29.64927,38.5273,48.41039,28.928977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.8,93,82.2,9.92,,,25.4,19.8,0.83,23
21.616,120.763,3.2946,4.226625,0.004335,0.004335,18.33705,6.069,0.867,0.04335,3.3813,1.08375,0.026785965,5.38407,1.34385,3.5547,5.6355,1.39587,4.478425,1.939735,3.38492,0.003297,109.0208,23.5186,7.85785,0.544005,5.02243,0.086821,0.046614085,7.98973,17.63895,20.16665,22.03495,12.896765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.98748,12.350259,0.078865,0.0410098,124.6067,33.75422,14.03797,0.031546,12.097891,1.7634214,0.106388885,0.15773,18.29668,22.55539,29.49551,18.343999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.843265,8.12409,0.007319,0.007319,12.51549,2.41527,2.12251,0.07319,6.989645,3.6595,0.042706365,1.4638,2.1957,2.26889,2.378675,-5.789329,6.03822,7.42278,0.9615,0.111534,80.9583,17.59545,13.74945,0.451905,6.23052,0.559593,0.0651897,0.09615,14.4225,14.71095,15.1917,14.105205,10.972395,12.894357,0.014343,0.014343,56.51142,17.92875,2.8686,0.014343,11.302284,2.8686,0.091666113,0.186459,3.58575,11.76126,15.7773,7.386645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.821939,19.433509,20.853494,0.3813674,521.33735,136.31856,78.30203,1.095417,36.027048,0.730278,0.319983477,0.40571,88.03907,92.90759,110.35312,76.922616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5992,2.082248,0.020216,0,33.7896,12.996,2.42592,0.020216,2.622304,0.2552992,0.0200716,0.20216,3.92768,6.23808,9.18384,4.109624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5,85.4,80.4,11.74,120,1046,25.2,3.4,0.66,17
9.007,86.315,3.7164,4.76775,0.00489,0.00489,20.6847,6.846,0.978,0.0489,3.8142,1.2225,0.03021531,6.07338,1.5159,4.0098,6.357,1.57458,2.76937,1.199494,2.093168,0.0020388,67.41632,14.54344,4.85914,0.336402,3.105772,0.0557272,0.028825234,4.940692,10.90758,12.47066,13.62598,7.96831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0108,1.04139,0.00665,0.003458,10.507,2.8462,1.1837,0.00266,1.02011,0.148694,0.00897085,0.0133,1.5428,1.9019,2.4871,1.54679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.374865,5.19369,0.004679,0.004679,8.00109,1.54407,1.35691,0.04679,4.468445,2.3395,0.027301965,0.9358,1.4037,1.45049,1.520675,-3.701089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04664,18.857424,0.020976,0.020976,82.64544,26.22,4.1952,0.020976,16.529088,4.1952,0.134057616,0.41952,5.244,17.20032,23.0736,10.80264,6.836176,8.326379,0.218841,0.020842,80.03328,31.36721,8.96206,0.020842,7.169648,1.2651094,0.069747753,0.218841,11.25468,13.33888,23.13462,11.275522,17.444467,10.328677,11.083382,0.2026922,277.08455,72.45168,41.61659,0.582201,19.147944,0.3816651,0.170067381,0.21563,46.79171,49.37927,58.65136,40.905011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.448508,15.295372,14.331884,0.7497141,374.85705,104.47823,34.92644,0.60218,27.037882,1.1983382,0.233706058,0.060218,53.29293,69.2507,87.01501,52.028352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.042,2.43698,0.02366,0,39.546,15.21,2.8392,0.02366,3.06904,0.298792,0.023491,0.2366,4.5968,7.3008,10.7484,4.80974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.9,86,81,11.9,118,1008,26.3,2.8,1,16
9.836,58.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.04301,21.741988,5.643223,0.2388849,365.94397,117.01898,32.19753,12.048108,31.85132,2.7869905,0.252144743,12.532802,45.0073,66.12611,100.05469,48.504021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.590292,18.575436,0.153516,0,285.79562,71.38494,23.0274,0.051172,24.17877,1.6937932,0.177387738,0,38.63486,55.77748,60.38296,39.581542,9.68847,11.50182,0.010362,0.010362,17.71902,3.41946,3.00498,0.10362,9.89571,5.181,0.06046227,2.0724,3.1086,3.21222,3.36765,-8.196342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4289,17.968041,0.174447,0,291.5757,112.1445,20.93364,0.174447,22.628268,2.2030164,0.17320095,1.74447,33.89256,53.82936,79.24878,35.462583,4.174184,1.707,3.57332,0.031864,67.23304,15.38576,9.05848,0.095592,4.6658,0.061452,0.038113896,0.015932,11.28896,12.2904,13.4284,9.313392,69.6,94,86.9,12.68,116,1052,10.6,10.7,0.3,14
21.263,124.064,2.20476,2.828475,0.002901,0.002901,12.27123,4.0614,0.5802,0.02901,2.26278,0.72525,0.017925279,3.603042,0.89931,2.37882,3.7713,0.934122,14.108465,6.110783,10.663576,0.0103866,343.45024,74.09108,24.75473,1.713789,15.822254,0.2735138,0.146849213,25.170194,55.56831,63.53137,69.41711,40.628917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.79425,28.5269,7.404275,0.3134325,480.14225,153.5365,42.24525,15.8079,41.791,3.6567125,0.330830275,16.44385,59.0525,86.76175,131.27825,63.640425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75631,8.02086,0.007226,0.007226,12.35646,2.38458,2.09554,0.07226,6.90083,3.613,0.04216371,1.4452,2.1678,2.24006,2.34845,-5.715766,0.8321,1.0229,0.1325,0.01537,11.1565,2.42475,1.89475,0.062275,0.8586,0.077115,0.0089835,0.01325,1.9875,2.02725,2.0935,1.943775,1.90026,2.233116,0.002484,0.002484,9.78696,3.105,0.4968,0.002484,1.957392,0.4968,0.015875244,0.04968,0.621,2.03688,2.7324,1.27926,7.079552,8.622808,0.226632,0.021584,82.88256,32.48392,9.28112,0.021584,7.424896,1.3069112,0.072230856,0.226632,11.65536,13.81376,23.95824,11.687736,4.18253,2.4299,2.72976,0.038258,67.2617,17.6297,10.1849,0.17061,4.59096,0.081169,0.04098259,0.0517,11.3223,11.9427,14.4243,9.88504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.773704,4.237736,3.970792,0.2077158,103.8579,28.94674,9.67672,0.16684,7.491116,0.3320116,0.064750604,0.016684,14.76534,19.1866,24.10838,14.414976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.9,88.1,80.7,11.61,121,1084,25,18.8,0.7,44
16.78,123.102,3.933,5.045625,0.005175,0.005175,21.89025,7.245,1.035,0.05175,4.0365,1.29375,0.031976325,6.42735,1.60425,4.2435,6.7275,1.66635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03246,16.306648,4.232458,0.1791654,274.46062,87.76508,24.14838,9.036168,23.88872,2.090263,0.189110378,9.399692,33.7558,49.59506,75.04174,36.378366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.702115,5.58219,0.005029,0.005029,8.59959,1.65957,1.45841,0.05029,4.802695,2.5145,0.029344215,1.0058,1.5087,1.55899,1.634425,-3.977939,7.644644,9.397556,1.2173,0.1412068,102.49666,22.27659,17.40739,0.572131,7.888104,0.7084686,0.08253294,0.12173,18.2595,18.62469,19.23334,17.857791,11.361015,13.351049,0.014851,0.014851,58.51294,18.56375,2.9702,0.014851,11.702588,2.9702,0.094912741,0.29702,3.71275,12.17782,16.3361,7.648265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.856954,17.34582,19.486368,0.2731044,480.14706,125.84946,72.70482,1.217898,32.772528,0.5794242,0.292553862,0.36906,80.82414,85.25286,102.96774,70.564272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.4,86.7,80.5,10.85,124,1002,23.9,8.4,0.74,15
6.736,50.779,0.66044,0.847275,0.000869,0.000869,3.67587,1.2166,0.1738,0.00869,0.67782,0.21725,0.005369551,1.079298,0.26939,0.71258,1.1297,0.279818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88356,0.58016,1.9404,0,36.3188,8.1144,6.272,0.01372,2.07564,0.006076,0.01721468,0.0196,6.4288,6.566,6.9776,4.62364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3546,17.879805,0.114175,0.059371,180.3965,48.8669,20.32315,0.04567,17.514445,2.5506695,0.154022075,0.22835,26.4886,32.65405,42.70145,26.557105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.856285,12.88821,0.011611,0.011611,19.85481,3.83163,3.36719,0.11611,11.088505,5.8055,0.067750185,2.3222,3.4833,3.59941,3.773575,-9.184301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81136,4.64219,0.12201,0.01162,44.6208,17.4881,4.9966,0.01162,3.99728,0.703591,0.03888633,0.12201,6.2748,7.4368,12.8982,6.29223,31.22591,18.00758,20.229792,0.2835236,498.46514,130.65074,75.47858,1.264362,34.597542,0.6206868,0.303715078,0.38314,83.90766,88.50534,106.89606,73.17974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.739644,2.965196,2.778412,0.1453413,72.67065,20.25439,6.77092,0.11674,5.241626,0.2323126,0.045306794,0.011674,10.33149,13.4251,16.86893,10.086336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0717,9.711012,0.026826,0,154.51776,59.55372,11.13279,0.026826,12.179004,1.2232656,0.09308622,0.80478,17.30277,28.70382,42.38508,18.697722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4,85.2,81.5,12.4,116,1008,20.3,1.9,0.42,4
21.31,79.951,1.43488,1.8408,0.001888,0.001888,7.98624,2.6432,0.3776,0.01888,1.47264,0.472,0.011665952,2.344896,0.58528,1.54816,2.4544,0.607936,16.90962,7.324044,12.780768,0.0124488,411.64032,88.80144,29.66964,2.054052,18.963672,0.3402672,0.176005284,30.167592,66.60108,76.14516,83.19948,48.65406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98132,2.041281,0.013035,0.0067782,20.5953,5.57898,2.32023,0.005214,1.999569,0.2912019,0.017584215,0.02607,3.02412,3.72801,4.87509,3.031941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42823,0.50838,0.000458,0.000458,0.78318,0.15114,0.13282,0.00458,0.43739,0.229,0.00267243,0.0916,0.1374,0.14198,0.14885,-0.362278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.657505,10.173983,0.011317,0.011317,44.58898,14.14625,2.2634,0.011317,8.917796,2.2634,0.072326947,0.147121,2.82925,9.27994,12.4487,5.828255,15.594432,18.993828,0.499212,0.047544,182.56896,71.55372,20.44392,0.047544,16.355136,2.8787892,0.159105996,0.499212,25.67376,30.42816,52.77384,25.745076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.839816,6.155944,5.768168,0.3017382,150.8691,42.04946,14.05688,0.24236,10.881964,0.4822964,0.094059916,0.024236,21.44886,27.8714,35.02102,20.939904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3495,19.58782,0.05411,0,311.6736,120.1242,22.45565,0.05411,24.56594,2.467416,0.1877617,1.6233,34.90095,57.8977,85.4938,37.71467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.7,84.8,80.8,10.73,124,1090,19.2,2.6,0.47,30
9.718,84.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7637,4.22894,7.37968,0.007188,237.6832,51.2744,17.1314,1.18602,10.94972,0.196472,0.10162634,17.41892,38.4558,43.9666,48.0398,28.0931,14.529359,4.656652,14.393288,0.0166309,270.47891,61.08076,40.36773,0.120952,16.011021,0.0816426,0.131807442,0.15119,46.41533,49.28794,52.9165,34.652748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74023,2.13129,0.568344,0.0287555,35.72448,11.5022,3.18002,1.15022,3.11236,0.2625208,0.024611325,0.781473,4.46556,6.4277,9.74304,4.786945,8.39496,8.649018,0.05523,0.0287196,87.2634,23.63844,9.83094,0.022092,8.472282,1.2349428,0.07450527,0.11046,12.81336,15.79578,20.65602,12.846498,23.782068,18.726444,0.154764,0,288.11898,71.96526,23.2146,0.051588,24.37533,1.7075628,0.178829802,0,38.94894,56.23092,60.87384,39.903318,9.969905,11.83593,0.010663,0.010663,18.23373,3.51879,3.09227,0.10663,10.183165,5.3315,0.062218605,2.1326,3.1989,3.30553,3.465475,-8.434433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8522,15.969992,0.044116,0,254.10816,97.93752,18.30814,0.044116,19.984548,2.0249244,0.15308252,1.32348,28.45482,47.20412,69.70328,30.682678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.1,93.3,87.6,12.77,118,1180,20.2,2.4,0.19,18
43.898,78.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.655333,6.299524,19.471256,0.0224983,365.90417,82.63012,54.60951,0.163624,21.659727,0.1104462,0.178309254,0.20453,62.79071,66.67678,71.5855,46.878276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.95982,24.07986,6.421296,0.324887,403.62432,129.9548,35.92868,12.99548,35.16424,2.9660272,0.27806505,8.829282,50.45304,72.6218,110.07936,54.08413,2.61896,2.698218,0.01723,0.0089596,27.2234,7.37444,3.06694,0.006892,2.643082,0.3852628,0.02324327,0.03446,3.99736,4.92778,6.44402,4.007698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.61696,10.22976,0.009216,0.009216,15.75936,3.04128,2.67264,0.09216,8.80128,4.608,0.05377536,1.8432,2.7648,2.85696,2.9952,-7.289856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.40191,13.49558,15.160992,0.2124836,373.56914,97.91474,56.56658,0.947562,25.928742,0.4508098,0.227615878,0.28714,62.88366,66.32934,80.11206,54.901168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.8,95.2,84.2,10.13,,,37.5,14.4,0.59,15
5.889,51.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3152,0.42196,1.30424,0.001507,24.5093,5.5348,3.6579,0.01096,1.44535,0.006713,0.01194366,0.0137,4.2059,4.4662,4.795,3.14278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.55048,23.8203,6.35208,0.321385,399.2736,128.554,35.5414,12.8554,34.48272,2.934056,0.27506775,8.73411,49.9092,71.839,108.8928,53.50115,7.39024,7.613892,0.04862,0.0252824,76.8196,20.80936,8.65436,0.019448,7.458308,1.0871432,0.06558838,0.09724,11.27984,13.90532,18.18388,11.309012,3.090544,2.433552,0.020112,0,37.44184,9.35208,3.0168,0.006704,3.16764,0.2232432,0.023239416,0,5.06152,7.30736,7.91072,5.182192,7.73619,9.18414,0.008274,0.008274,14.14854,2.73042,2.39946,0.08274,7.90167,4.137,0.04827879,1.6548,2.4822,2.56494,2.68905,-6.544734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.07676,17.34488,19.485312,0.2730896,480.12104,125.84264,72.70088,1.217832,33.324312,0.6162968,0.292538008,0.36904,80.81976,85.24824,102.96216,70.412832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.223256,1.390904,1.303288,0.0681762,34.0881,9.50086,3.17608,0.05476,2.458724,0.1089724,0.021252356,0.005476,4.84626,6.2974,7.91282,4.731264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.6,92,83,10.01,,,29.5,11.6,0.58,9
20.924,123.199,1.97144,2.52915,0.002594,0.002594,10.97262,3.6316,0.5188,0.02594,2.02332,0.6485,0.016028326,3.221748,0.80414,2.12708,3.3722,0.835268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.314336,18.95796,5.055456,0.255782,317.77152,102.3128,28.28648,10.23128,27.443904,2.3351392,0.2189193,6.951252,39.72144,57.1748,86.66496,42.58018,1.38472,1.426626,0.00911,0.0047372,14.3938,3.89908,1.62158,0.003644,1.397474,0.2036996,0.01228939,0.01822,2.11352,2.60546,3.40714,2.118986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76327,11.59062,0.010442,0.010442,17.85582,3.44586,3.02818,0.10442,9.97211,5.221,0.06092907,2.0884,3.1326,3.23702,3.39365,-8.259622,4.899028,6.022372,0.7801,0.0904916,65.68442,14.27583,11.15543,0.366647,5.055048,0.452458,0.05289078,0.07801,11.7015,11.93553,12.32558,11.451868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.286336,11.310644,0.792736,0.028312,108.71808,42.60956,12.17416,0.028312,9.739328,1.7157072,0.094746108,0.297276,15.28848,18.11968,31.42632,15.330948,22.677375,13.07775,14.6916,0.205905,362.00325,94.88325,54.81525,0.918225,25.125975,0.4646775,0.220568775,0.27825,60.93675,64.27575,77.63175,53.0901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.660068,2.915412,2.731764,0.1429011,71.45055,19.91433,6.65724,0.11478,5.153622,0.2284122,0.044546118,0.011478,10.15803,13.1997,16.58571,9.916992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3,87,80.8,11.91,118,986,22.4,9.6,0.76,12
